number_of_trucks,number_of_loaders,unload_points,external_scale_load,road_delay_percent,total_trips,total_tons,average_cycle_time,avg_travel_time,avg_road_delay_time,avg_wait_tare,avg_wait_loader,avg_wait_gross,avg_wait_unload,max_wait_tare,max_wait_loader,max_wait_gross,max_wait_unload,loader_utilization,scale_internal_utilization,scale_utilization,unload_utilization,bottleneck
19,1,3,50,0,138,3798.9,167.5,21.35,0.0,9.55,98.15,5.89,4.06,64.4,167.5,65.2,60.0,89.55,61.67,88.54,43.26,loader
20,1,3,50,0,138,3795.8,176.9,21.26,0.0,9.63,107.13,6.2,4.24,61.8,170.2,63.0,60.0,89.67,61.88,89.17,43.22,loader
4,1,3,50,5,67,1843.6,62.9,22.45,0.52,5.04,2.8,1.36,2.83,60.8,60.0,5.0,60.0,44.1,29.58,69.58,21.53,scale
5,1,3,50,5,85,2335.9,63.0,21.94,0.55,3.11,3.97,2.21,3.46,54.3,60.0,61.7,60.0,54.04,36.46,73.96,26.71,scale
6,1,3,50,5,100,2748.2,64.6,21.92,0.54,4.23,3.94,1.74,4.2,56.9,60.0,9.3,60.0,65.06,43.33,79.38,31.45,scale
7,1,3,50,5,113,3102.2,67.2,22.51,0.53,4.2,5.22,2.29,4.43,57.5,72.1,18.0,60.0,73.49,48.75,83.75,36.06,scale
8,1,3,50,5,128,3520.6,67.9,21.84,0.52,5.06,5.39,3.37,3.72,61.1,65.3,63.7,60.0,82.38,55.42,87.08,40.46,scale
9,1,3,50,5,136,3738.4,73.1,21.88,0.5,5.76,9.33,4.22,3.49,63.8,74.7,64.5,60.0,89.06,58.75,88.54,42.51,loader
10,1,3,50,5,137,3762.6,82.0,21.86,0.49,6.91,17.5,4.03,3.15,63.8,74.5,66.5,60.0,89.36,59.58,88.33,43.24,loader
11,1,3,50,5,137,3769.4,91.9,22.2,0.53,6.7,26.64,4.35,3.42,65.8,83.8,65.7,60.0,89.87,59.79,88.75,43.29,loader
12,1,3,50,5,139,3819.5,99.9,22.1,0.53,7.88,32.94,5.36,3.13,65.5,91.8,66.0,60.0,89.69,61.04,89.17,44.22,loader
13,1,3,50,5,138,3791.5,110.5,22.33,0.55,7.92,44.05,4.3,3.4,63.3,102.6,61.0,60.0,89.74,60.62,88.96,43.93,loader
14,1,3,50,5,138,3799.4,120.8,21.97,0.55,7.21,54.82,4.29,3.99,64.3,111.0,64.0,60.0,90.04,60.42,88.75,43.12,loader
15,1,3,50,5,139,3826.2,129.2,22.48,0.53,8.39,61.1,4.82,4.06,65.0,122.1,63.1,60.0,89.63,61.04,89.17,43.54,loader
16,1,3,50,5,138,3799.3,139.0,22.26,0.51,8.54,71.15,5.35,3.3,64.6,133.9,63.4,60.0,89.62,61.46,89.17,43.55,loader
17,1,3,50,5,138,3796.9,148.6,22.08,0.55,8.46,80.54,5.31,3.46,60.5,140.7,62.6,60.0,89.97,61.46,89.17,44.53,loader
18,1,3,50,5,139,3819.3,157.0,21.92,0.52,9.48,88.24,5.37,3.56,64.5,151.3,64.5,60.0,89.69,61.88,89.17,43.63,loader
19,1,3,50,5,140,3844.8,165.0,22.05,0.55,9.59,94.75,6.15,4.15,64.0,156.8,63.7,60.0,90.06,62.5,89.17,44.26,loader
20,1,3,50,5,138,3793.8,176.5,22.09,0.5,9.94,106.09,6.14,3.77,62.0,167.0,63.4,60.0,89.99,61.88,89.17,43.53,loader
4,1,3,50,15,69,1896.9,62.7,22.95,1.58,1.61,4.38,1.18,4.15,9.0,61.4,6.5,60.0,43.73,29.17,69.79,21.47,scale
5,1,3,50,15,84,2310.6,63.8,23.62,1.78,4.24,2.74,1.37,3.47,60.0,60.0,5.9,60.0,54.71,36.25,73.96,26.4,scale
6,1,3,50,15,99,2721.0,65.4,23.01,1.53,4.66,4.3,1.53,3.43,62.5,60.0,8.6,60.0,63.72,42.71,78.33,31.13,scale
7,1,3,50,15,113,3111.1,67.6,22.4,1.48,4.43,6.35,2.07,3.92,54.7,67.9,17.3,60.0,72.24,48.54,82.5,35.6,scale
8,1,3,50,15,127,3489.3,68.7,23.06,1.54,5.04,5.8,3.69,2.54,60.8,66.5,65.2,59.5,81.91,55.0,86.67,40.37,scale
9,1,3,50,15,136,3741.0,72.7,23.27,1.68,6.34,6.93,4.2,3.45,64.5,63.4,65.4,60.0,88.75,59.17,88.96,42.83,scale
10,1,3,50,15,137,3770.4,82.3,22.94,1.63,6.91,16.03,4.0,3.93,65.5,75.6,62.6,60.0,89.65,59.38,88.54,42.98,loader
11,1,3,50,15,137,3769.6,91.5,23.13,1.64,6.9,25.13,3.95,3.92,64.5,83.8,63.2,60.0,89.51,60.0,88.54,43.25,loader
12,1,3,50,15,138,3792.0,100.4,23.37,1.77,8.08,32.93,4.32,3.42,66.4,87.5,62.9,60.0,89.87,60.62,88.96,43.43,loader
13,1,3,50,15,139,3826.2,109.9,23.22,1.61,8.46,41.07,4.98,3.69,65.7,100.9,61.7,60.0,89.45,60.83,88.75,43.75,loader
14,1,3,50,15,139,3817.8,119.6,23.14,1.69,8.4,51.62,4.68,3.32,65.1,109.1,63.5,60.0,89.51,61.04,88.54,43.71,loader
15,1,3,50,15,137,3769.4,131.2,23.05,1.52,7.55,62.86,5.28,3.75,66.1,124.2,63.8,60.0,90.08,60.42,88.75,43.43,loader
16,1,3,50,15,139,3821.2,138.3,22.99,1.57,10.03,67.62,5.58,3.48,67.4,124.5,63.7,60.0,89.58,61.46,89.17,44.11,loader
17,1,3,50,15,137,3771.5,149.6,22.95,1.56,8.46,80.39,5.25,4.08,65.8,143.7,63.6,60.0,89.68,61.25,88.96,43.36,loader
18,1,3,50,15,139,3825.3,157.1,23.17,1.62,9.87,86.08,5.46,4.0,65.3,145.3,63.2,60.0,89.83,62.08,89.17,44.16,loader
19,1,3,50,15,137,3772.2,168.6,23.08,1.76,10.23,97.18,5.68,4.01,65.0,157.6,62.4,60.0,89.83,61.46,89.17,42.8,loader
20,1,3,50,15,138,3797.1,176.5,22.9,1.44,10.43,104.34,6.63,3.81,64.5,167.0,64.5,60.0,90.07,61.88,89.17,43.03,loader
4,1,3,50,30,66,1814.3,65.3,25.31,3.45,3.95,3.19,1.14,3.32,63.0,60.0,3.5,60.0,42.38,28.54,68.54,20.72,scale
5,1,3,50,30,82,2256.5,65.9,24.41,2.78,3.36,3.35,1.36,4.64,51.0,60.0,5.6,60.0,53.64,35.21,74.58,26.33,scale
6,1,3,50,30,97,2664.0,67.2,24.7,3.22,4.09,4.44,2.25,3.27,63.2,66.9,60.3,60.0,62.98,42.08,77.5,30.55,scale
7,1,3,50,30,111,3054.2,69.4,24.66,3.29,5.49,5.15,2.47,3.27,64.7,60.0,62.7,60.0,71.39,47.71,81.67,34.56,scale
8,1,3,50,30,122,3355.9,71.6,24.33,2.8,5.17,6.94,2.78,4.02,64.3,67.6,15.9,60.0,79.42,53.33,84.79,38.56,scale
9,1,3,50,30,133,3660.1,74.6,24.56,2.98,6.46,8.05,3.63,3.45,62.6,67.4,62.4,60.0,87.14,58.13,88.12,42.03,scale
10,1,3,50,30,137,3768.2,82.1,24.42,3.02,6.84,14.68,4.28,3.51,65.9,69.2,62.8,60.0,89.14,59.58,88.33,43.02,loader
11,1,3,50,30,138,3799.1,91.6,24.71,3.22,7.19,22.15,5.57,3.38,65.8,80.8,66.4,60.0,89.89,60.0,88.75,43.93,loader
12,1,3,50,30,138,3795.1,101.1,24.73,3.11,7.4,32.86,4.85,2.68,63.9,96.2,65.0,60.0,89.96,60.42,88.54,43.9,loader
13,1,3,50,30,137,3765.2,111.7,25.27,3.5,8.61,40.91,5.29,3.0,66.1,96.7,62.3,60.0,89.79,60.21,88.54,43.87,loader
14,1,3,50,30,138,3794.4,121.0,24.67,3.31,7.76,51.74,4.95,3.43,63.7,110.3,63.8,60.0,89.46,60.42,88.75,43.26,loader
15,1,3,50,30,136,3741.5,131.6,24.86,3.38,9.15,60.1,5.3,3.56,64.3,121.2,64.0,60.0,89.5,60.42,88.33,43.28,loader
16,1,3,50,30,139,3828.3,138.4,24.86,3.2,8.74,66.82,4.99,4.61,64.7,128.5,39.8,60.0,89.55,61.46,88.96,43.69,loader
17,1,3,50,30,138,3792.6,148.8,24.59,3.17,8.48,77.65,5.01,4.62,65.0,139.8,64.2,60.0,89.65,61.46,88.96,43.72,loader
18,1,3,50,30,137,3767.8,159.5,24.36,2.89,9.09,87.18,5.79,4.37,64.4,145.7,65.3,60.0,90.06,61.04,88.54,43.46,loader
19,1,3,50,30,138,3797.7,167.0,25.05,3.46,9.32,93.93,5.46,4.82,65.2,154.6,48.7,60.0,89.9,62.08,89.38,43.74,loader
20,1,3,50,30,138,3790.1,176.7,24.97,3.29,11.1,101.48,6.77,3.93,65.7,166.5,68.0,60.0,89.72,62.08,88.33,43.54,loader
4,2,1,50,0,70,1925.8,60.1,20.87,0.0,3.73,0.95,1.12,5.34,62.0,59.7,15.0,68.7,22.59,30.42,70.21,65.18,scale
5,2,1,50,0,83,2281.2,64.8,21.68,0.0,3.29,1.6,2.45,7.23,56.9,60.0,64.7,68.2,27.08,35.83,72.92,78.76,unload
6,2,1,50,0,91,2503.0,72.6,21.72,0.0,4.67,0.99,2.75,14.02,65.1,60.0,62.8,73.5,29.63,39.38,74.58,86.33,unload
7,2,1,50,0,91,2505.3,87.7,21.44,0.0,4.82,1.82,2.36,28.66,58.3,60.0,11.7,87.5,29.95,40.0,74.79,86.83,unload
8,2,1,50,0,91,2500.3,102.1,20.99,0.0,5.05,1.22,3.47,42.87,63.1,60.0,60.3,102.2,30.18,40.62,74.58,86.44,unload
9,2,1,50,0,90,2473.5,118.2,21.96,0.0,5.25,2.07,3.51,56.75,60.4,60.0,18.0,119.9,30.37,40.42,75.0,85.97,unload
10,2,1,50,0,92,2527.4,130.0,21.48,0.0,5.46,2.07,3.89,68.69,60.0,60.0,21.6,126.4,31.33,41.46,75.42,86.28,unload
11,2,1,50,0,91,2500.9,145.4,21.61,0.0,5.79,2.32,4.16,83.04,62.3,60.0,24.7,141.8,31.48,41.88,75.42,85.49,unload
12,2,1,50,0,91,2499.3,159.9,21.64,0.0,6.02,2.5,4.28,96.97,59.8,60.0,27.8,155.7,31.64,41.88,75.42,85.99,unload
13,2,1,50,0,91,2502.5,174.9,21.82,0.0,6.6,2.02,5.58,110.26,65.4,60.0,62.5,184.9,32.31,42.29,75.83,85.97,unload
14,2,1,50,0,89,2445.2,192.0,21.73,0.0,7.32,2.14,6.7,125.3,61.2,60.0,62.1,187.8,32.22,42.08,75.83,85.0,unload
15,2,1,50,0,90,2477.8,204.7,21.39,0.0,7.52,2.57,6.62,138.05,62.0,60.0,63.9,204.5,32.23,42.71,75.83,85.29,unload
16,2,1,50,0,90,2475.9,218.8,21.54,0.0,8.09,2.71,6.93,151.04,64.0,60.0,39.2,212.2,32.37,43.12,76.04,85.45,unload
17,2,1,50,0,89,2442.8,232.8,21.64,0.0,8.53,2.99,7.44,163.76,64.1,60.0,42.9,228.7,32.41,43.33,76.25,84.35,unload
18,2,1,50,0,89,2442.0,248.8,21.68,0.0,9.08,3.1,9.31,177.14,64.5,59.9,60.0,238.8,32.51,43.54,76.25,84.81,unload
19,2,1,50,0,88,2419.4,264.0,21.42,0.0,9.17,4.2,10.3,190.43,56.8,60.0,63.3,254.7,32.65,43.75,76.46,83.81,unload
20,2,1,50,0,88,2420.2,278.5,21.52,0.0,10.52,4.21,10.54,203.07,59.3,60.0,51.7,277.3,33.08,43.96,76.25,84.39,unload
4,2,1,50,5,69,1898.2,61.5,22.18,0.58,2.9,1.81,0.85,5.5,52.0,60.0,4.1,64.8,22.33,29.79,69.58,64.83,scale
5,2,1,50,5,83,2282.3,64.9,21.74,0.47,3.77,1.77,1.87,7.34,57.4,60.0,7.9,61.4,26.96,35.83,73.12,78.15,unload
6,2,1,50,5,91,2507.3,72.6,22.13,0.54,4.79,1.05,3.14,12.89,64.9,60.0,60.0,68.6,29.85,39.38,73.75,86.73,unload
7,2,1,50,5,90,2475.8,88.7,22.2,0.6,4.86,1.15,3.14,28.53,60.0,60.0,62.6,87.2,30.1,39.58,74.58,86.85,unload
8,2,1,50,5,91,2500.2,102.3,21.85,0.56,4.63,1.03,2.73,43.63,64.1,59.5,15.9,99.4,30.04,40.42,74.79,86.46,unload
9,2,1,50,5,91,2502.4,116.5,22.24,0.53,5.5,0.68,4.57,55.06,61.5,15.0,62.0,112.2,30.6,41.04,75.62,86.25,unload
10,2,1,50,5,91,2499.1,131.7,21.96,0.53,5.48,1.5,4.27,70.04,60.5,60.0,60.6,126.2,30.87,41.04,75.42,86.38,unload
11,2,1,50,5,90,2475.8,147.3,22.03,0.54,5.72,2.19,4.18,84.67,62.8,60.0,24.9,143.6,30.92,41.25,75.21,85.71,unload
12,2,1,50,5,90,2475.5,162.6,21.86,0.58,5.89,1.75,5.23,99.2,63.9,60.0,64.9,169.4,31.66,41.46,75.0,85.88,unload
13,2,1,50,5,90,2474.7,176.0,22.15,0.58,6.95,1.22,6.57,110.5,64.3,17.5,62.2,185.9,31.82,41.88,75.62,85.37,unload
14,2,1,50,5,91,2504.6,189.2,22.14,0.5,7.14,1.88,6.54,122.97,63.3,60.0,62.2,194.0,32.56,42.71,76.46,85.85,unload
15,2,1,50,5,90,2477.5,203.6,22.19,0.5,7.47,2.38,7.07,136.09,60.0,60.0,61.9,201.7,31.92,42.71,76.25,85.2,unload
16,2,1,50,5,90,2474.1,218.0,21.88,0.51,7.79,2.82,6.8,150.1,61.6,60.0,39.1,219.8,33.07,43.12,75.83,84.84,unload
17,2,1,50,5,89,2447.2,233.9,22.26,0.54,7.92,3.73,8.46,163.07,57.4,60.0,63.3,228.5,32.39,43.12,76.04,84.4,unload
18,2,1,50,5,89,2445.9,247.7,21.82,0.59,8.69,3.43,9.65,175.64,61.8,60.0,65.3,246.9,32.68,43.54,76.25,84.64,unload
19,2,1,50,5,88,2425.2,262.6,21.91,0.5,9.84,3.42,9.26,189.66,61.0,60.0,48.6,254.5,33.0,43.96,76.67,83.81,unload
20,2,1,50,5,89,2451.7,273.6,21.78,0.52,9.74,5.34,10.08,198.25,57.7,60.0,50.5,263.3,33.7,44.79,76.88,83.52,unload
4,2,1,50,15,67,1840.2,63.3,22.88,1.5,3.77,0.99,1.12,6.05,62.8,60.0,4.8,62.6,22.14,29.38,69.17,63.76,scale
5,2,1,50,15,81,2226.2,67.0,23.12,1.62,4.67,1.67,1.74,7.27,57.5,60.0,5.8,61.5,26.16,35.0,72.29,76.97,unload
6,2,1,50,15,90,2474.4,73.2,22.69,1.59,4.69,1.02,2.34,13.83,65.1,60.0,9.7,68.6,29.75,39.38,74.79,85.58,unload
7,2,1,50,15,92,2532.0,86.3,23.69,1.72,4.66,1.72,2.5,25.41,58.0,60.0,12.6,85.8,30.09,40.42,75.21,86.22,unload
8,2,1,50,15,92,2534.1,101.7,23.1,1.68,4.95,1.22,3.34,40.71,65.0,60.0,63.0,97.3,30.32,40.42,74.58,86.79,unload
9,2,1,50,15,91,2502.3,116.6,22.77,1.43,4.7,1.33,3.94,55.39,64.1,59.6,62.0,115.0,30.61,40.83,75.0,86.11,unload
10,2,1,50,15,90,2477.5,133.4,22.38,1.61,4.34,2.15,4.73,71.2,56.2,60.0,63.2,125.9,30.4,40.62,74.79,86.14,unload
11,2,1,50,15,90,2469.5,148.0,23.15,1.58,5.75,2.43,3.9,84.02,58.3,60.0,23.7,141.0,31.44,41.04,74.79,85.84,unload
12,2,1,50,15,90,2476.2,161.3,23.04,1.6,6.92,1.27,5.12,96.38,65.0,16.5,63.1,152.9,31.66,41.88,75.83,85.21,unload
13,2,1,50,15,90,2473.1,176.1,23.36,1.79,6.85,1.36,4.93,111.06,64.2,18.3,30.6,182.6,31.77,41.88,75.62,85.32,unload
14,2,1,50,15,91,2504.6,188.7,23.21,1.61,7.23,1.52,6.93,121.46,62.2,20.1,63.7,195.1,32.45,42.71,75.83,85.24,unload
15,2,1,50,15,90,2473.8,203.8,23.37,1.69,7.56,2.28,7.06,135.12,61.7,60.0,60.0,201.2,32.2,42.92,75.83,84.74,unload
16,2,1,50,15,90,2477.4,219.0,22.97,1.39,7.46,2.57,7.39,150.19,62.7,60.0,64.9,219.3,31.99,43.12,76.25,84.99,unload
17,2,1,50,15,89,2443.6,234.2,23.35,1.62,8.58,3.11,8.45,162.1,60.5,60.0,62.7,227.4,32.74,43.33,76.25,84.51,unload
18,2,1,50,15,89,2449.5,247.7,23.22,1.64,9.23,3.04,9.1,174.6,60.7,60.0,59.7,240.4,32.99,43.75,76.46,83.87,unload
19,2,1,50,15,88,2419.2,263.1,23.25,1.64,9.9,3.53,9.26,188.64,62.4,60.0,47.8,257.5,33.16,43.96,76.46,83.65,unload
20,2,1,50,15,88,2417.2,277.1,23.54,1.64,10.74,3.67,10.72,199.95,62.5,60.0,60.7,268.4,32.83,44.17,76.88,83.96,unload
4,2,1,50,30,66,1813.4,65.1,24.73,3.1,3.96,0.1,1.21,6.53,59.9,3.5,15.0,60.0,21.91,28.54,67.71,62.43,scale
5,2,1,50,30,79,2173.5,68.5,24.97,3.47,4.7,0.15,2.98,7.46,64.5,6.5,60.0,65.9,25.85,34.58,71.46,73.99,unload
6,2,1,50,30,90,2475.2,73.7,24.52,3.17,4.57,1.56,2.7,11.98,56.2,60.0,63.0,72.7,29.22,39.17,74.17,85.03,unload
7,2,1,50,30,92,2533.4,86.3,24.9,3.24,4.59,1.76,3.12,23.5,58.9,60.0,64.6,84.6,30.3,40.21,75.21,86.37,unload
8,2,1,50,30,92,2527.1,100.5,24.92,3.19,4.76,1.78,3.16,37.48,58.5,60.0,15.9,95.0,31.16,41.04,75.21,86.31,unload
9,2,1,50,30,90,2475.0,118.0,24.71,3.24,5.22,1.39,3.77,54.27,60.7,59.4,62.6,115.8,30.12,40.42,74.79,86.15,unload
10,2,1,50,30,91,2501.2,131.6,24.6,3.12,4.88,1.6,3.82,68.27,59.6,60.0,62.6,123.3,31.03,41.04,74.79,86.01,unload
11,2,1,50,30,90,2473.4,147.9,25.03,3.33,6.1,1.47,4.01,82.84,64.6,60.0,25.0,139.8,30.58,41.04,75.0,85.65,unload
12,2,1,50,30,91,2505.9,160.9,24.91,3.43,6.09,2.33,4.52,94.61,58.9,60.0,27.4,152.1,31.4,41.88,75.42,86.19,unload
13,2,1,50,30,91,2499.6,174.4,24.81,3.32,5.83,2.58,4.91,108.01,62.3,60.0,30.6,180.0,31.71,42.29,76.04,85.3,unload
14,2,1,50,30,89,2451.8,191.3,24.59,3.01,7.2,2.42,6.21,122.24,62.6,60.0,60.2,188.1,31.99,42.29,75.21,84.58,unload
15,2,1,50,30,90,2475.5,203.7,24.32,2.89,7.44,3.17,6.28,134.03,60.2,60.0,36.3,201.7,32.2,43.12,76.25,84.75,unload
16,2,1,50,30,90,2471.0,218.4,24.34,2.99,7.41,3.13,7.82,147.33,62.5,60.0,64.5,209.6,32.35,43.12,76.46,85.12,unload
17,2,1,50,30,89,2447.7,233.8,25.08,3.55,8.8,2.31,9.31,159.89,60.0,23.8,65.4,227.8,32.19,43.12,75.62,84.24,unload
18,2,1,50,30,90,2476.4,243.9,24.39,2.89,9.43,3.08,8.28,170.53,65.1,60.0,45.1,232.3,33.24,44.38,76.67,84.12,unload
19,2,1,50,30,88,2423.6,264.6,24.91,3.35,10.06,3.64,9.96,187.36,62.5,60.0,63.2,256.9,32.8,43.54,76.04,84.18,unload
20,2,1,50,30,88,2422.8,278.2,24.07,3.08,10.66,3.76,11.76,199.19,63.9,60.0,63.7,268.4,33.6,43.96,76.25,83.99,unload
4,2,2,50,0,71,1952.0,59.5,21.62,0.0,4.65,0.12,1.88,2.95,59.2,3.2,59.6,60.0,22.89,30.63,70.83,33.42,scale
5,2,2,50,0,87,2391.8,61.3,21.65,0.0,3.82,0.99,1.73,4.72,60.0,60.0,7.6,63.0,28.1,37.5,75.83,40.85,scale
6,2,2,50,0,101,2777.4,63.3,21.3,0.0,6.05,0.52,3.14,3.98,65.2,15.0,62.4,60.5,33.2,43.96,79.17,47.66,scale
7,2,2,50,0,116,3188.9,65.0,21.41,0.0,5.41,0.24,3.65,5.94,65.5,8.6,60.0,61.8,37.2,50.21,83.96,54.66,scale
8,2,2,50,0,131,3603.5,66.0,21.64,0.0,5.54,1.25,4.37,4.84,60.6,60.0,59.0,60.0,42.66,56.67,87.29,61.17,scale
9,2,2,50,0,143,3936.1,68.9,21.36,0.0,7.0,1.31,6.21,4.62,65.7,60.0,68.7,60.0,46.68,61.46,87.92,66.85,scale
10,2,2,50,0,152,4177.6,72.7,21.32,0.0,8.37,0.84,7.39,6.19,68.7,60.0,68.0,63.2,49.19,65.62,88.75,72.11,scale
11,2,2,50,0,158,4343.0,77.4,21.4,0.0,11.18,1.39,9.45,5.51,69.8,60.0,68.7,64.0,51.72,68.54,88.75,74.52,scale
12,2,2,50,0,164,4507.8,82.3,21.66,0.0,13.15,1.45,10.73,6.84,70.0,60.0,72.8,70.0,53.64,71.25,89.38,77.55,scale
13,2,2,50,0,169,4652.0,87.9,21.43,0.0,14.83,1.94,13.18,8.0,74.1,60.0,75.9,67.5,55.28,73.12,88.96,79.7,scale
14,2,2,50,0,173,4757.5,93.4,21.54,0.0,17.87,0.91,15.31,9.26,75.9,18.1,72.1,70.1,56.79,74.79,89.17,81.98,scale
15,2,2,50,0,175,4814.1,99.3,21.44,0.0,19.13,1.25,17.36,11.63,77.9,60.0,77.5,81.2,57.5,76.46,89.38,83.08,scale
16,2,2,50,0,176,4840.6,106.4,21.32,0.0,19.22,2.13,18.21,16.96,80.7,60.0,80.2,91.6,57.84,76.88,89.38,83.86,scale
17,2,2,50,0,179,4926.0,112.1,21.39,0.0,21.48,2.25,21.41,17.17,81.1,60.0,83.4,101.3,59.0,78.12,89.58,84.39,scale
18,2,2,50,0,179,4924.0,119.6,21.6,0.0,22.25,1.65,21.29,24.29,83.3,60.0,81.8,106.5,59.58,78.33,89.58,84.52,scale
19,2,2,50,0,178,4900.0,126.9,21.39,0.0,22.36,2.5,22.0,30.3,80.8,60.0,81.1,111.1,59.36,78.96,89.79,83.69,scale
20,2,2,50,0,177,4866.9,135.8,21.31,0.0,21.44,2.66,22.29,39.55,79.2,60.0,81.3,124.9,59.5,78.75,89.79,83.97,scale
4,2,2,50,5,69,1895.6,62.2,22.65,0.57,4.04,1.24,2.32,3.27,61.5,60.0,60.3,60.0,22.6,29.79,69.38,32.61,scale
5,2,2,50,5,86,2367.7,62.3,22.41,0.59,3.83,1.0,2.43,4.13,60.7,60.0,60.0,65.1,27.87,36.88,75.42,40.62,scale
6,2,2,50,5,101,2776.1,64.0,22.18,0.55,5.39,0.2,2.54,5.2,58.3,6.5,22.0,67.1,32.67,43.33,79.79,47.85,scale
7,2,2,50,5,115,3165.9,65.5,22.45,0.55,4.5,1.3,3.37,5.41,58.5,60.0,65.8,60.0,37.52,49.79,83.96,54.48,scale
8,2,2,50,5,129,3545.9,67.0,22.21,0.52,5.65,0.88,4.97,4.9,62.1,60.0,65.4,60.0,41.76,56.04,86.25,61.25,scale
9,2,2,50,5,141,3875.3,69.8,21.7,0.52,6.81,1.3,6.49,4.98,66.6,60.0,65.5,60.0,45.83,61.04,88.54,66.65,scale
10,2,2,50,5,150,4126.6,73.9,22.25,0.56,8.46,1.73,7.55,5.54,67.1,60.0,69.1,64.6,48.43,64.79,88.54,70.54,scale
11,2,2,50,5,158,4340.5,77.6,21.91,0.59,10.47,1.46,9.28,5.93,67.6,60.0,69.5,63.7,51.98,68.54,89.17,74.99,scale
12,2,2,50,5,165,4540.5,82.0,21.99,0.56,12.1,1.83,10.27,7.21,70.3,60.0,69.8,67.6,53.79,71.67,89.17,79.13,scale
13,2,2,50,5,169,4642.4,87.8,22.36,0.57,14.49,1.89,13.47,7.2,72.4,60.0,72.7,67.5,55.02,73.33,89.38,79.74,scale
14,2,2,50,5,172,4725.3,93.6,21.92,0.53,16.62,2.03,15.12,9.52,75.6,60.0,72.9,71.8,56.01,74.79,89.17,80.89,scale
15,2,2,50,5,175,4816.8,99.7,22.01,0.55,18.24,1.73,17.39,11.84,77.8,60.0,77.7,79.3,57.39,76.04,89.38,83.04,scale
16,2,2,50,5,178,4893.4,105.1,22.12,0.55,19.33,2.49,19.22,13.51,78.9,60.0,78.9,89.0,58.38,77.71,89.79,83.61,scale
17,2,2,50,5,179,4915.6,112.0,22.02,0.54,21.14,2.19,20.46,17.74,80.7,60.0,80.3,96.2,59.07,78.12,89.58,84.36,scale
18,2,2,50,5,179,4922.1,119.6,22.12,0.54,22.18,2.34,21.36,23.13,80.7,60.0,81.4,100.8,59.58,78.33,89.58,84.65,scale
19,2,2,50,5,178,4906.4,127.2,22.07,0.53,22.87,2.51,22.2,29.23,83.0,60.0,81.8,108.6,59.24,78.96,89.79,83.99,scale
20,2,2,50,5,177,4872.0,135.8,22.05,0.53,22.27,2.7,21.88,38.39,81.7,60.0,81.3,127.7,59.47,78.75,89.79,83.98,scale
4,2,2,50,15,68,1866.6,63.3,23.31,1.64,4.52,0.09,2.09,4.71,62.2,4.0,6.6,60.0,22.1,29.17,68.54,32.0,scale
5,2,2,50,15,86,2360.9,62.4,22.75,1.42,3.01,1.7,1.7,4.83,56.4,60.0,6.9,61.1,27.2,36.67,76.04,40.44,scale
6,2,2,50,15,100,2749.1,64.3,22.94,1.56,3.73,1.52,2.22,5.17,60.0,60.0,9.5,60.0,32.84,43.33,78.54,47.88,scale
7,2,2,50,15,116,3188.0,65.5,22.67,1.54,5.06,0.77,3.68,4.93,55.9,60.0,59.5,66.5,37.85,49.58,82.92,53.74,scale
8,2,2,50,15,128,3516.7,68.1,23.17,1.65,5.19,1.81,4.69,4.79,65.5,60.0,64.5,60.0,41.69,55.21,86.46,60.26,scale
9,2,2,50,15,139,3823.3,71.1,23.06,1.55,7.25,1.67,5.56,5.07,64.7,60.0,67.6,61.8,45.29,60.21,88.12,65.52,scale
10,2,2,50,15,149,4101.8,74.6,22.67,1.67,8.13,1.84,7.08,6.19,66.8,60.0,69.2,60.0,48.83,64.38,88.96,70.55,scale
11,2,2,50,15,158,4344.2,78.0,23.1,1.66,9.59,1.44,8.31,6.96,68.7,60.0,68.4,67.8,51.44,68.33,88.96,75.2,scale
12,2,2,50,15,164,4505.0,82.9,23.11,1.5,12.38,1.46,11.19,6.29,71.3,60.0,69.5,64.3,53.32,70.83,88.96,77.16,scale
13,2,2,50,15,167,4591.9,88.6,23.13,1.59,14.35,1.97,12.17,8.42,71.2,60.0,74.1,65.1,55.26,72.71,89.17,79.77,scale
14,2,2,50,15,172,4732.6,93.7,22.79,1.52,16.38,1.58,15.54,8.95,73.8,60.0,75.2,70.1,56.44,74.79,89.17,81.52,scale
15,2,2,50,15,175,4810.6,99.6,23.23,1.66,18.25,2.14,16.8,10.78,76.4,60.7,77.5,75.1,57.25,76.04,89.38,82.87,scale
16,2,2,50,15,177,4868.1,105.9,23.6,1.71,19.95,2.19,18.67,12.96,73.8,62.3,75.7,78.9,58.63,77.29,89.58,83.75,scale
17,2,2,50,15,177,4863.8,113.4,22.9,1.56,19.95,2.67,20.13,19.24,78.7,60.0,80.3,96.8,58.57,77.5,89.38,84.2,scale
18,2,2,50,15,176,4841.5,121.2,23.11,1.64,20.28,2.18,19.68,27.35,79.9,60.0,81.5,107.9,58.76,77.71,89.58,84.01,scale
19,2,2,50,15,178,4897.5,127.4,23.19,1.63,21.9,2.74,21.39,29.71,82.0,60.0,81.2,112.3,59.58,78.54,89.79,84.01,scale
20,2,2,50,15,177,4869.4,135.7,22.72,1.54,22.45,2.38,21.86,37.77,81.9,60.0,81.4,114.5,59.72,78.75,89.79,84.01,scale
